"sg_ue";"nr_candidato";"nm_urna_candidato";"sg_partido";"ds_composicao_coligacao";"ds_situacao";"qt_votos_candidato";"pr_votos_candidato";"cd_eleicao";"sg_abrangencia";"turno";"cd_cargo";"qt_sessoes";"qt_sessoes_t";"qt_sessoes_nt";"qt_sessoes_i";"qt_sessoes_ni";"qt_sessoes_apuradas";"qt_sessoes_nao_apuradas";"qt_eleitores";"qt_eleitores_aptos";"qt_eleitores_nao_aptos";"qt_eleitores_si";"qt_eleitores_sni";"qt_eleitores_compareceram";"qt_abstencoes";"vscv";"qt_votos_nominais";"qt_votos_computados";"qt_votos_brancos";"qt_votos_nulos";"qt_votos_nulos_vn";"qt_votos_nulos_vnt";"qt_votos_vp";"qt_votos_validos";"qt_votos_an";"qt_votos_anulados_sob_judice";"qt_votos_total"
38997;40;"DR PEDRO";"PSB";"PSB - PSB / DEM";"Eleito";2868;50,05;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;7021;7021;0;7021;0;5910;1111;0;5730;5730;37;143;143;0;0;5730;0;0;5910
38997;22;"DRª LUCIANA";"PL";"PL - PSD / PL";"Não eleito";2862;49,95;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;7021;7021;0;7021;0;5910;1111;0;5730;5730;37;143;143;0;0;5730;0;0;5910
39012;50;"DR. ALAN KARDECSON";"PSOL";"PSOL";"Não eleito";788;2,1;426;"MUNICIPAL";1;11;133;133;0;133;0;133;0;49719;49719;0;49719;0;40780;8939;0;37585;37585;839;2356;2356;0;0;37585;0;0;40780
39012;13;"CARLOS BRASILEIRO";"PT";"PT - PT / PC do B / PP / PSC / PDT / PROS / PSD";"Não eleito";17039;45,33;426;"MUNICIPAL";1;11;133;133;0;133;0;133;0;49719;49719;0;49719;0;40780;8939;0;37585;37585;839;2356;2356;0;0;37585;0;0;40780
39012;25;"LAÉRCIO JUNIOR";"DEM";"DEM - PTB / PSL / REPUBLICANOS / PODE / PSDB / SOLIDARIEDADE / DEM";"Eleito";19363;51,52;426;"MUNICIPAL";1;11;133;133;0;133;0;133;0;49719;49719;0;49719;0;40780;8939;0;37585;37585;839;2356;2356;0;0;37585;0;0;40780
39012;22;"GORETE BRAZ";"PL";"PL - REDE / PL / PATRIOTA";"Não eleito";395;1,05;426;"MUNICIPAL";1;11;133;133;0;133;0;133;0;49719;49719;0;49719;0;40780;8939;0;37585;37585;839;2356;2356;0;0;37585;0;0;40780
39039;45;"EDNALDO BARROS";"PSDB";"PSDB - PSDB / DEM";"Não eleito";8890;37,82;426;"MUNICIPAL";1;11;94;94;0;94;0;94;0;30028;30028;0;30028;0;24431;5597;0;14617;23507;209;715;715;0;0;14617;0;8890;24431
39039;55;"ANA PASSOS";"PSD";"PSD - REPUBLICANOS / PT / PRTB / PSD";"Eleito";14617;62,18;426;"MUNICIPAL";1;11;94;94;0;94;0;94;0;30028;30028;0;30028;0;24431;5597;0;14617;23507;209;715;715;0;0;14617;0;8890;24431
39047;22;"DIEGO GODOY";"PL";"PL";"Não eleito";1689;8,8;426;"MUNICIPAL";1;11;68;68;0;68;0;68;0;25894;25894;0;25894;0;20171;5723;0;19199;19199;212;760;760;0;0;19199;0;0;20171
39047;45;"LICA";"PSDB";"PSDB - PSDB / PC do B";"Eleito";8303;43,25;426;"MUNICIPAL";1;11;68;68;0;68;0;68;0;25894;25894;0;25894;0;20171;5723;0;19199;19199;212;760;760;0;0;19199;0;0;20171
39047;55;"ÍTALO RODRIGO";"PSD";"PSD - PP / PSD / AVANTE";"Não eleito";5216;27,17;426;"MUNICIPAL";1;11;68;68;0;68;0;68;0;25894;25894;0;25894;0;20171;5723;0;19199;19199;212;760;760;0;0;19199;0;0;20171
39047;25;"DR. TONY FILARDI";"DEM";"DEM - REPUBLICANOS / PSC / DEM";"Não eleito";3991;20,79;426;"MUNICIPAL";1;11;68;68;0;68;0;68;0;25894;25894;0;25894;0;20171;5723;0;19199;19199;212;760;760;0;0;19199;0;0;20171
39055;55;"ENILSON FAGUNDES";"PSD";"PSD - PSD / PP / DC / PODE";"Não eleito";5960;49,15;426;"MUNICIPAL";1;11;43;43;0;43;0;43;0;15205;15205;0;15205;0;12618;2587;0;12127;12127;99;392;392;0;0;12127;0;0;12618
39055;13;"NENENZAO";"PT";"PT";"Eleito";6167;50,85;426;"MUNICIPAL";1;11;43;43;0;43;0;43;0;15205;15205;0;15205;0;12618;2587;0;12127;12127;99;392;392;0;0;12127;0;0;12618
39071;19;"DR. KARLOS";"PODE";"PODE - PODE / PTC / PSD / PT";"Não eleito";5592;41,8;426;"MUNICIPAL";1;11;48;48;0;48;0;48;0;17414;17414;0;17414;0;14311;3103;0;13377;13377;153;781;781;0;0;13377;0;0;14311
39071;77;"ZELITO";"SOLIDARIEDADE";"SOLIDARIEDADE";"Não eleito";90;0,67;426;"MUNICIPAL";1;11;48;48;0;48;0;48;0;17414;17414;0;17414;0;14311;3103;0;13377;13377;153;781;781;0;0;13377;0;0;14311
39071;25;"FRANKLIN LEITE";"DEM";"DEM - REPUBLICANOS / PP / DEM / PSDB / PSB";"Eleito";7695;57,52;426;"MUNICIPAL";1;11;48;48;0;48;0;48;0;17414;17414;0;17414;0;14311;3103;0;13377;13377;153;781;781;0;0;13377;0;0;14311
39098;40;"VIVIANY ANDRADE";"PSB";"PSB";"Não eleito";2633;5,73;426;"MUNICIPAL";1;11;149;149;0;149;0;149;0;58606;58606;0;58606;0;50162;8444;0;45924;45924;756;3482;3482;0;0;45924;0;0;50162
39098;11;"ADRIANO LIMA";"PP";"PP - PP / MDB / PSL / PMB / PATRIOTA / DC";"Eleito";24436;53,21;426;"MUNICIPAL";1;11;149;149;0;149;0;149;0;58606;58606;0;58606;0;50162;8444;0;45924;45924;756;3482;3482;0;0;45924;0;0;50162
39098;13;"OSNI";"PT";"PT - PT / PODE / PL / PSDB / PSD / PC do B / PDT / DEM / PTB";"Não eleito";18719;40,76;426;"MUNICIPAL";1;11;149;149;0;149;0;149;0;58606;58606;0;58606;0;50162;8444;0;45924;45924;756;3482;3482;0;0;45924;0;0;50162
39098;70;"HELENA RODRIGUES";"AVANTE";"AVANTE";"Não eleito";136;0,3;426;"MUNICIPAL";1;11;149;149;0;149;0;149;0;58606;58606;0;58606;0;50162;8444;0;45924;45924;756;3482;3482;0;0;45924;0;0;50162
39110;15;"VEIZINHO";"MDB";"MDB";"Não eleito";3421;46,11;426;"MUNICIPAL";1;11;27;27;0;27;0;27;0;9746;9746;0;9746;0;8147;1599;0;7419;7419;121;607;607;0;0;7419;0;0;8147
39110;65;"GILDO MOTA";"PC do B";"PC do B - PC do B / PP / REPUBLICANOS / PSD";"Eleito";3998;53,89;426;"MUNICIPAL";1;11;27;27;0;27;0;27;0;9746;9746;0;9746;0;8147;1599;0;7419;7419;121;607;607;0;0;7419;0;0;8147
39136;18;"DR ROGÉRIO RIBEIRO";"REDE";"REDE";"Não eleito";307;0,5;426;"MUNICIPAL";1;11;190;190;0;190;0;190;0;82826;82826;0;82826;0;67856;14970;0;61349;61656;1653;4547;4547;0;0;61349;0;307;67856
39136;55;"EDUARDO ALENCAR";"PSD";"PSD - PC do B / PODE / PT / SOLIDARIEDADE / PP / PSD / PSB / PTC / PV";"Não eleito";24592;39,89;426;"MUNICIPAL";1;11;190;190;0;190;0;190;0;82826;82826;0;82826;0;67856;14970;0;61349;61656;1653;4547;4547;0;0;61349;0;307;67856
39136;50;"RAQUEL OLIVEIRA";"PSOL";"PSOL";"Não eleito";312;0,51;426;"MUNICIPAL";1;11;190;190;0;190;0;190;0;82826;82826;0;82826;0;67856;14970;0;61349;61656;1653;4547;4547;0;0;61349;0;307;67856
39136;27;"AMIGO JU";"DC";"DC";"Não eleito";533;0,86;426;"MUNICIPAL";1;11;190;190;0;190;0;190;0;82826;82826;0;82826;0;67856;14970;0;61349;61656;1653;4547;4547;0;0;61349;0;307;67856
39136;70;"ITAMAR FRANÇA";"AVANTE";"AVANTE";"Não eleito";246;0,4;426;"MUNICIPAL";1;11;190;190;0;190;0;190;0;82826;82826;0;82826;0;67856;14970;0;61349;61656;1653;4547;4547;0;0;61349;0;307;67856
39136;15;"DINHA";"MDB";"MDB - REPUBLICANOS / MDB / PSL / PSC / DEM / PSDB";"Eleito";33972;55,1;426;"MUNICIPAL";1;11;190;190;0;190;0;190;0;82826;82826;0;82826;0;67856;14970;0;61349;61656;1653;4547;4547;0;0;61349;0;307;67856
39136;90;"ANTÔNIO CARVALHO";"PROS";"PROS";"Não eleito";1694;2,75;426;"MUNICIPAL";1;11;190;190;0;190;0;190;0;82826;82826;0;82826;0;67856;14970;0;61349;61656;1653;4547;4547;0;0;61349;0;307;67856
39144;13;"GLAUCIA NUNES";"PT";"PT - PT / PODE";"Não eleito";626;7,12;426;"MUNICIPAL";1;11;27;27;0;27;0;27;0;10676;10676;0;10676;0;9076;1600;0;8787;8787;44;245;245;0;0;8787;0;0;9076
39144;25;"MARCINHA DE ALFREDINHO";"DEM";"DEM - PL / DEM / REPUBLICANOS";"Não eleito";3498;39,81;426;"MUNICIPAL";1;11;27;27;0;27;0;27;0;10676;10676;0;10676;0;9076;1600;0;8787;8787;44;245;245;0;0;8787;0;0;9076
39144;55;"CASSIO CURSINO";"PSD";"PSD - PSD / PP";"Eleito";4663;53,07;426;"MUNICIPAL";1;11;27;27;0;27;0;27;0;10676;10676;0;10676;0;9076;1600;0;8787;8787;44;245;245;0;0;8787;0;0;9076
39152;13;"ANDRÉ";"PT";"PT - PT / PL / PV / PP / PSD / PTC / PROS";"Eleito";8054;72,47;426;"MUNICIPAL";1;11;37;37;0;37;0;37;0;14003;14003;0;14003;0;11560;2443;0;11114;11114;101;345;345;0;0;11114;0;0;11560
39152;70;"JOÃO ROCHA";"AVANTE";"AVANTE - REPUBLICANOS / MDB / DEM / PSB / PSDB / PC do B / AVANTE";"Não eleito";3060;27,53;426;"MUNICIPAL";1;11;37;37;0;37;0;37;0;14003;14003;0;14003;0;11560;2443;0;11114;11114;101;345;345;0;0;11114;0;0;11560
39179;11;"FLAVIO FOGÃO GOIANO";"PP";"PP - PT / PP / MDB";"Eleito";4503;50,96;426;"MUNICIPAL";1;11;29;29;0;29;0;29;0;10853;10853;0;10853;0;9171;1682;0;8836;8836;74;261;261;0;0;8836;0;0;9171
39179;22;"BIANCA DE MAZIM";"PL";"PL - PDT / PL / PSB";"Não eleito";4333;49,04;426;"MUNICIPAL";1;11;29;29;0;29;0;29;0;10853;10853;0;10853;0;9171;1682;0;8836;8836;74;261;261;0;0;8836;0;0;9171
39195;11;"JOÃO FRANCISCO";"PP";"PP - PP / PTC";"Eleito";7098;48,83;426;"MUNICIPAL";1;11;51;51;0;51;0;51;0;17514;17514;0;17514;0;15125;2389;0;14536;14536;114;475;475;0;0;14536;0;0;15125
39195;17;"JUNIOR CARACAS";"PSL";"PSL";"Não eleito";256;1,76;426;"MUNICIPAL";1;11;51;51;0;51;0;51;0;17514;17514;0;17514;0;15125;2389;0;14536;14536;114;475;475;0;0;14536;0;0;15125
39195;25;"DR JORGE";"DEM";"DEM - DEM / PC do B";"Não eleito";6937;47,72;426;"MUNICIPAL";1;11;51;51;0;51;0;51;0;17514;17514;0;17514;0;15125;2389;0;14536;14536;114;475;475;0;0;14536;0;0;15125
39195;19;"NILTINHO";"PODE";"PODE";"Não eleito";245;1,69;426;"MUNICIPAL";1;11;51;51;0;51;0;51;0;17514;17514;0;17514;0;15125;2389;0;14536;14536;114;475;475;0;0;14536;0;0;15125
39217;13;"ZÉ LUIZ";"PT";"PT - PT / MDB / PC do B / PSB";"Eleito";2846;51,93;426;"MUNICIPAL";1;11;18;18;0;18;0;18;0;7202;7202;0;7202;0;5880;1322;0;5480;5480;71;329;329;0;0;5480;0;0;5880
39217;19;"LUEDSON";"PODE";"PODE - PODE / PSD / PP / PTC";"Não eleito";2634;48,07;426;"MUNICIPAL";1;11;18;18;0;18;0;18;0;7202;7202;0;7202;0;5880;1322;0;5480;5480;71;329;329;0;0;5480;0;0;5880
39233;11;"KITTY";"PP";"PP - PP / PATRIOTA / PT / PSC / PROS";"Eleito";5841;54,4;426;"MUNICIPAL";1;11;38;38;0;38;0;38;0;14058;14058;0;14058;0;11457;2601;0;10738;10738;153;566;566;0;0;10738;0;0;11457
39233;55;"NADINHO";"PSD";"PSD";"Não eleito";3764;35,05;426;"MUNICIPAL";1;11;38;38;0;38;0;38;0;14058;14058;0;14058;0;11457;2601;0;10738;10738;153;566;566;0;0;10738;0;0;11457
39233;12;"TICIANO";"PDT";"PDT";"Não eleito";1133;10,55;426;"MUNICIPAL";1;11;38;38;0;38;0;38;0;14058;14058;0;14058;0;11457;2601;0;10738;10738;153;566;566;0;0;10738;0;0;11457
39250;11;"JU";"PP";"PP - PP / DEM";"Não eleito";3781;45,48;426;"MUNICIPAL";1;11;29;29;0;29;0;29;0;11844;11844;0;11844;0;9034;2810;0;8314;8314;88;632;632;0;0;8314;0;0;9034
39250;65;"ROBERTO";"PC do B";"PC do B - PSB / PSD / PC do B";"Eleito";4533;54,52;426;"MUNICIPAL";1;11;29;29;0;29;0;29;0;11844;11844;0;11844;0;9034;2810;0;8314;8314;88;632;632;0;0;8314;0;0;9034
39276;22;"BITINHO";"PL";"PL - PSL / MDB / PROS / PL / PP";"Eleito";2886;53,77;426;"MUNICIPAL";1;11;17;17;0;17;0;17;0;6876;6876;0;6876;0;5763;1113;0;5367;5367;60;336;336;0;0;5367;0;0;5763
39276;55;"NENENGO";"PSD";"PSD - CIDADANIA / PSD / PSB";"Não eleito";2481;46,23;426;"MUNICIPAL";1;11;17;17;0;17;0;17;0;6876;6876;0;6876;0;5763;1113;0;5367;5367;60;336;336;0;0;5367;0;0;5763
39292;11;"TERCIO NUNES";"PP";"PP";"Não eleito";6199;45,89;426;"MUNICIPAL";1;11;50;50;0;50;0;50;0;18480;18480;0;18480;0;14347;4133;0;13508;13508;152;687;687;0;0;13508;0;0;14347
39292;10;"HIGO MOURA";"REPUBLICANOS";"REPUBLICANOS - REPUBLICANOS / PSD";"Eleito";7172;53,09;426;"MUNICIPAL";1;11;50;50;0;50;0;50;0;18480;18480;0;18480;0;14347;4133;0;13508;13508;152;687;687;0;0;13508;0;0;14347
39292;19;"OSEIAS BARBOSA";"PODE";"PODE";"Não eleito";137;1,01;426;"MUNICIPAL";1;11;50;50;0;50;0;50;0;18480;18480;0;18480;0;14347;4133;0;13508;13508;152;687;687;0;0;13508;0;0;14347
39314;40;"DIONEY";"PSB";"PSB - PSB / PT / PODE";"Não eleito";3812;42,47;426;"MUNICIPAL";1;11;28;28;0;28;0;28;0;11521;11521;0;11521;0;9615;1906;0;8976;8976;106;533;533;0;0;8976;0;0;9615
39314;11;"ROSA";"PP";"PP - REPUBLICANOS / PP / MDB";"Eleito";5164;57,53;426;"MUNICIPAL";1;11;28;28;0;28;0;28;0;11521;11521;0;11521;0;9615;1906;0;8976;8976;106;533;533;0;0;8976;0;0;9615
39330;36;"HUMBERTINHO";"PTC";"PTC - PTC / REPUBLICANOS";"Não eleito";2121;26,94;426;"MUNICIPAL";1;11;26;26;0;26;0;26;0;10470;10470;0;10470;0;8607;1863;0;7873;7873;159;575;575;0;0;7873;0;0;8607
39330;23;"ÉDER DE NILDA";"CIDADANIA";"CIDADANIA - PP / CIDADANIA / PSDB";"Eleito";3115;39,57;426;"MUNICIPAL";1;11;26;26;0;26;0;26;0;10470;10470;0;10470;0;8607;1863;0;7873;7873;159;575;575;0;0;7873;0;0;8607
39330;22;"NEIDE DE PAIZINHO";"PL";"PL - PODE / PSD / PL / AVANTE";"Não eleito";2396;30,43;426;"MUNICIPAL";1;11;26;26;0;26;0;26;0;10470;10470;0;10470;0;8607;1863;0;7873;7873;159;575;575;0;0;7873;0;0;8607
39330;13;"REGIS DO PT";"PT";"PT";"Não eleito";241;3,06;426;"MUNICIPAL";1;11;26;26;0;26;0;26;0;10470;10470;0;10470;0;8607;1863;0;7873;7873;159;575;575;0;0;7873;0;0;8607
39357;55;"PAULO CÉLIO";"PSD";"PSD";"Não eleito";3464;30,86;426;"MUNICIPAL";1;11;43;43;0;43;0;43;0;16377;16377;0;16377;0;12122;4255;0;11226;11226;124;772;772;0;0;11226;0;0;12122
39357;10;"ERICK OLIVEIRA";"REPUBLICANOS";"REPUBLICANOS";"Não eleito";172;1,53;426;"MUNICIPAL";1;11;43;43;0;43;0;43;0;16377;16377;0;16377;0;12122;4255;0;11226;11226;124;772;772;0;0;11226;0;0;12122
39357;65;"VALDELICIO VIANA";"PC do B";"PC do B - PT / PC do B";"Não eleito";2392;21,31;426;"MUNICIPAL";1;11;43;43;0;43;0;43;0;16377;16377;0;16377;0;12122;4255;0;11226;11226;124;772;772;0;0;11226;0;0;12122
39357;19;"DR. ZÉ BAHIA";"PODE";"PODE - PODE / DEM / PROS";"Eleito";5198;46,3;426;"MUNICIPAL";1;11;43;43;0;43;0;43;0;16377;16377;0;16377;0;12122;4255;0;11226;11226;124;772;772;0;0;11226;0;0;12122
39373;17;"FLAUBERT MARQUES";"PSL";"PSL";"Não eleito";1339;4,66;426;"MUNICIPAL";1;11;100;100;0;100;0;100;0;37125;37125;0;37125;0;30577;6548;0;28752;28752;431;1394;1394;0;0;28752;0;0;30577
39373;77;"MARCOS DO RAIO X";"SOLIDARIEDADE";"SOLIDARIEDADE";"Não eleito";1536;5,34;426;"MUNICIPAL";1;11;100;100;0;100;0;100;0;37125;37125;0;37125;0;30577;6548;0;28752;28752;431;1394;1394;0;0;28752;0;0;30577
39373;55;"RICARDO MAIA";"PSD";"PSD - PC do B / PP / MDB / PSD";"Eleito";14166;49,27;426;"MUNICIPAL";1;11;100;100;0;100;0;100;0;37125;37125;0;37125;0;30577;6548;0;28752;28752;431;1394;1394;0;0;28752;0;0;30577
39373;13;"DR IGOR";"PT";"PT - PT / PSB";"Não eleito";1016;3,53;426;"MUNICIPAL";1;11;100;100;0;100;0;100;0;37125;37125;0;37125;0;30577;6548;0;28752;28752;431;1394;1394;0;0;28752;0;0;30577
39373;25;"RUBINHO";"DEM";"DEM";"Não eleito";10695;37,2;426;"MUNICIPAL";1;11;100;100;0;100;0;100;0;37125;37125;0;37125;0;30577;6548;0;28752;28752;431;1394;1394;0;0;28752;0;0;30577
39390;12;"MARCOS LOBO";"PDT";"PDT - PP / PDT / PL";"Eleito";8081;50;426;"MUNICIPAL";1;11;58;58;0;58;0;58;0;21922;21922;0;21922;0;17287;4635;0;16163;16163;276;848;848;0;0;16163;0;0;17287
39390;28;"PROLEPSES GUERREIRO";"PRTB";"PRTB";"Não eleito";405;2,51;426;"MUNICIPAL";1;11;58;58;0;58;0;58;0;21922;21922;0;21922;0;17287;4635;0;16163;16163;276;848;848;0;0;16163;0;0;17287
39390;65;"LINDOMAR DANTAS";"PC do B";"PC do B - REPUBLICANOS / PC do B / PT / PSC / CIDADANIA / PSD";"Não eleito";7542;46,66;426;"MUNICIPAL";1;11;58;58;0;58;0;58;0;21922;21922;0;21922;0;17287;4635;0;16163;16163;276;848;848;0;0;16163;0;0;17287
39390;27;"TENENTE ALEIXO";"DC";"DC";"Não eleito";135;0,84;426;"MUNICIPAL";1;11;58;58;0;58;0;58;0;21922;21922;0;21922;0;17287;4635;0;16163;16163;276;848;848;0;0;16163;0;0;17287
39411;55;"LUCIO MONTEIRO";"PSD";"PSD - PDT / MDB / PSD / AVANTE / PODE";"Eleito";6290;50,47;426;"MUNICIPAL";1;11;41;41;0;41;0;41;0;16434;16434;0;16434;0;13100;3334;0;12463;12463;123;514;514;0;0;12463;0;0;13100
39411;36;"ZÉ OSNI";"PTC";"PTC";"Não eleito";82;0,66;426;"MUNICIPAL";1;11;41;41;0;41;0;41;0;16434;16434;0;16434;0;13100;3334;0;12463;12463;123;514;514;0;0;12463;0;0;13100
39411;11;"NENÉM";"PP";"PP - PP / PT";"Não eleito";6091;48,87;426;"MUNICIPAL";1;11;41;41;0;41;0;41;0;16434;16434;0;16434;0;13100;3334;0;12463;12463;123;514;514;0;0;12463;0;0;13100
39438;40;"SUKA";"PSB";"PSB - PSB / PSD";"Não eleito";3287;31,39;426;"MUNICIPAL";1;11;36;36;0;36;0;36;0;14034;14034;0;14034;0;11157;2877;0;10430;10471;143;543;543;0;0;10430;0;41;11157
39438;22;"DR. ALBERT";"PL";"PL";"Não eleito";395;3,77;426;"MUNICIPAL";1;11;36;36;0;36;0;36;0;14034;14034;0;14034;0;11157;2877;0;10430;10471;143;543;543;0;0;10430;0;41;11157
39438;20;"SARGENTO FREITAS";"PSC";"PSC";"Não eleito";125;1,19;426;"MUNICIPAL";1;11;36;36;0;36;0;36;0;14034;14034;0;14034;0;11157;2877;0;10430;10471;143;543;543;0;0;10430;0;41;11157
39438;15;"BÊDA";"MDB";"MDB - REPUBLICANOS / PDT / MDB / PODE / DEM / PP";"Eleito";6623;63,25;426;"MUNICIPAL";1;11;36;36;0;36;0;36;0;14034;14034;0;14034;0;11157;2877;0;10430;10471;143;543;543;0;0;10430;0;41;11157
39438;45;"IRMÃO ADONIAS";"PSDB";"PSDB";"Não eleito";41;0,39;426;"MUNICIPAL";1;11;36;36;0;36;0;36;0;14034;14034;0;14034;0;11157;2877;0;10430;10471;143;543;543;0;0;10430;0;41;11157
39454;55;"EDSON NEVES";"PSD";"PSD - PSD / PL / PTC";"Não eleito";622;6,93;426;"MUNICIPAL";1;11;31;31;0;31;0;31;0;11931;11931;0;11931;0;9806;2125;0;8977;8977;156;673;673;0;0;8977;0;0;9806
39454;12;"DIRAM";"PDT";"PDT - PDT / MDB / DEM / PSL";"Não eleito";2447;27,26;426;"MUNICIPAL";1;11;31;31;0;31;0;31;0;11931;11931;0;11931;0;9806;2125;0;8977;8977;156;673;673;0;0;8977;0;0;9806
39454;40;"TINHO";"PSB";"PSB - REPUBLICANOS / PP / PT / PSB / PSDB / SOLIDARIEDADE";"Eleito";5908;65,81;426;"MUNICIPAL";1;11;31;31;0;31;0;31;0;11931;11931;0;11931;0;9806;2125;0;8977;8977;156;673;673;0;0;8977;0;0;9806
39470;12;"BIRINHA";"PDT";"PDT - PDT / PSD / PROS";"Eleito";5914;65,55;426;"MUNICIPAL";1;11;36;36;0;36;0;36;0;12005;12005;0;12005;0;9963;2042;0;9022;9022;273;668;668;0;0;9022;0;0;9963
39470;50;"RAIMUNDO";"PSOL";"PSOL";"Não eleito";364;4,03;426;"MUNICIPAL";1;11;36;36;0;36;0;36;0;12005;12005;0;12005;0;9963;2042;0;9022;9022;273;668;668;0;0;9022;0;0;9963
39470;13;"JOÃO BORGES";"PT";"PT - PT / PSB";"Não eleito";2744;30,41;426;"MUNICIPAL";1;11;36;36;0;36;0;36;0;12005;12005;0;12005;0;9963;2042;0;9022;9022;273;668;668;0;0;9022;0;0;9963
39489;55;"ROMILSON CAMACAM";"PSD";"PSD - PSD / PC do B";"Não eleito";1217;13,24;426;"MUNICIPAL";1;11;31;31;0;31;0;31;0;10558;10558;0;10558;0;9600;958;0;9189;9189;100;311;311;0;0;9189;0;0;9600
39489;10;"AMILTON MOURA";"REPUBLICANOS";"REPUBLICANOS";"Não eleito";123;1,34;426;"MUNICIPAL";1;11;31;31;0;31;0;31;0;10558;10558;0;10558;0;9600;958;0;9189;9189;100;311;311;0;0;9189;0;0;9600
39489;25;"ROBERTO BRUNO";"DEM";"DEM";"Eleito";4560;49,62;426;"MUNICIPAL";1;11;31;31;0;31;0;31;0;10558;10558;0;10558;0;9600;958;0;9189;9189;100;311;311;0;0;9189;0;0;9600
39489;13;"NATO";"PT";"PT";"Não eleito";3289;35,79;426;"MUNICIPAL";1;11;31;31;0;31;0;31;0;10558;10558;0;10558;0;9600;958;0;9189;9189;100;311;311;0;0;9189;0;0;9600
39497;11;"TIAGO DE DEJAIR";"PP";"PP - PP / PT / PODE / DEM / PSB";"Eleito";9582;84,89;426;"MUNICIPAL";1;11;42;42;0;42;0;42;0;15734;15734;0;15734;0;12118;3616;0;11288;11288;171;659;659;0;0;11288;0;0;12118
39497;50;"ELVECIO RUFINO";"PSOL";"PSOL";"Não eleito";110;0,97;426;"MUNICIPAL";1;11;42;42;0;42;0;42;0;15734;15734;0;15734;0;12118;3616;0;11288;11288;171;659;659;0;0;11288;0;0;12118
39497;55;"DOUTORA JOANIRA";"PSD";"PSD";"Não eleito";1214;10,75;426;"MUNICIPAL";1;11;42;42;0;42;0;42;0;15734;15734;0;15734;0;12118;3616;0;11288;11288;171;659;659;0;0;11288;0;0;12118
39497;65;"ÉRICO FONTES";"PC do B";"PC do B";"Não eleito";382;3,38;426;"MUNICIPAL";1;11;42;42;0;42;0;42;0;15734;15734;0;15734;0;12118;3616;0;11288;11288;171;659;659;0;0;11288;0;0;12118
39519;55;"WARLEI";"PSD";"PSD - PSD / PC do B";"Eleito";5213;50,67;426;"MUNICIPAL";1;11;35;35;0;35;0;35;0;13100;13100;0;13100;0;10696;2404;0;10289;10289;102;305;305;0;0;10289;0;0;10696
39519;22;"DR JOSÉ HUMBERTO";"PL";"PL - PP / PL";"Não eleito";4987;48,47;426;"MUNICIPAL";1;11;35;35;0;35;0;35;0;13100;13100;0;13100;0;10696;2404;0;10289;10289;102;305;305;0;0;10289;0;0;10696
39519;13;"IDALINA";"PT";"PT - PT / PSOL";"Não eleito";89;0,87;426;"MUNICIPAL";1;11;35;35;0;35;0;35;0;13100;13100;0;13100;0;10696;2404;0;10289;10289;102;305;305;0;0;10289;0;0;10696
39535;25;"MOACYR";"DEM";"DEM - PTB / PRTB / DEM / PSDB";"Não eleito";6932;51,75;426;"MUNICIPAL";1;11;44;44;0;44;0;44;0;18433;18433;0;18433;0;14343;4090;0;6463;13395;147;801;801;0;0;6463;0;6932;14343
39535;12;"PAULO BARACHO";"PDT";"PDT - REPUBLICANOS / PDT / PSB";"Não eleito";1541;11,5;426;"MUNICIPAL";1;11;44;44;0;44;0;44;0;18433;18433;0;18433;0;14343;4090;0;6463;13395;147;801;801;0;0;6463;0;6932;14343
39535;13;"FERNANDA SILVA";"PT";"PT - PT / PP / PSD / PC do B / MDB";"Não eleito";4922;36,75;426;"MUNICIPAL";1;11;44;44;0;44;0;44;0;18433;18433;0;18433;0;14343;4090;0;6463;13395;147;801;801;0;0;6463;0;6932;14343
39551;10;"JAI MONTEIRO";"REPUBLICANOS";"REPUBLICANOS - REPUBLICANOS / PP / MDB";"Não eleito";3844;40;426;"MUNICIPAL";1;11;34;34;0;34;0;34;0;13243;13243;0;13243;0;10345;2898;0;9610;9610;122;613;613;0;0;9610;0;0;10345
39551;40;"JOYUSON VIEIRA";"PSB";"PSB - PSDB / PT / PSB";"Eleito";3989;41,51;426;"MUNICIPAL";1;11;34;34;0;34;0;34;0;13243;13243;0;13243;0;10345;2898;0;9610;9610;122;613;613;0;0;9610;0;0;10345
39551;55;"DR LUCAS";"PSD";"PSD - PSD / DEM / PROS";"Não eleito";1777;18,49;426;"MUNICIPAL";1;11;34;34;0;34;0;34;0;13243;13243;0;13243;0;10345;2898;0;9610;9610;122;613;613;0;0;9610;0;0;10345
39578;11;"JAIRO";"PP";"PP - REPUBLICANOS / REDE / PTC / SOLIDARIEDADE / AVANTE / PP / PSL / PV";"Eleito";20904;46,58;426;"MUNICIPAL";1;11;143;143;0;143;0;143;0;62138;62138;0;62138;0;49900;12238;0;44874;44874;1290;3736;3736;0;0;44874;0;0;49900
39578;45;"ZÉ DA HORA";"PSDB";"PSDB - PMN / PSDB";"Não eleito";2277;5,07;426;"MUNICIPAL";1;11;143;143;0;143;0;143;0;62138;62138;0;62138;0;49900;12238;0;44874;44874;1290;3736;3736;0;0;44874;0;0;49900
