"sg_ue";"nr_candidato";"nm_urna_candidato";"sg_partido";"ds_composicao_coligacao";"ds_situacao";"qt_votos_candidato";"pr_votos_candidato";"cd_eleicao";"sg_abrangencia";"turno";"cd_cargo";"qt_sessoes";"qt_sessoes_t";"qt_sessoes_nt";"qt_sessoes_i";"qt_sessoes_ni";"qt_sessoes_apuradas";"qt_sessoes_nao_apuradas";"qt_eleitores";"qt_eleitores_aptos";"qt_eleitores_nao_aptos";"qt_eleitores_si";"qt_eleitores_sni";"qt_eleitores_compareceram";"qt_abstencoes";"vscv";"qt_votos_nominais";"qt_votos_computados";"qt_votos_brancos";"qt_votos_nulos";"qt_votos_nulos_vn";"qt_votos_nulos_vnt";"qt_votos_vp";"qt_votos_validos";"qt_votos_an";"qt_votos_anulados_sob_judice";"qt_votos_total"
88420;23;"NILTON CAPITÃO";"CIDADANIA";"CIDADANIA - PP / PDT / PTB / MDB / CIDADANIA";"Eleito";1022;53,7;426;"MUNICIPAL";1;11;8;8;0;8;0;8;0;2071;2071;0;2071;0;1945;126;0;1903;1903;13;29;29;0;0;1903;0;0;1945
88439;17;"RÔMULO DUTRA";"PSL";"PSL";"Não eleito";112;2,15;426;"MUNICIPAL";1;11;20;20;0;20;0;20;0;6480;6480;0;6480;0;5429;1051;0;5202;5202;131;96;96;0;0;5202;0;0;5429
88439;55;"ALINE TORRES";"PSD";"PSD";"Não eleito";1750;33,64;426;"MUNICIPAL";1;11;20;20;0;20;0;20;0;6480;6480;0;6480;0;5429;1051;0;5202;5202;131;96;96;0;0;5202;0;0;5429
88439;11;"ZÉ DA AMBULÂNCIA";"PP";"PP";"Não eleito";1454;27,95;426;"MUNICIPAL";1;11;20;20;0;20;0;20;0;6480;6480;0;6480;0;5429;1051;0;5202;5202;131;96;96;0;0;5202;0;0;5429
88439;15;"GARLENO ALVES";"MDB";"MDB - MDB / PTB";"Eleito";1886;36,26;426;"MUNICIPAL";1;11;20;20;0;20;0;20;0;6480;6480;0;6480;0;5429;1051;0;5202;5202;131;96;96;0;0;5202;0;0;5429
88447;45;"ADRIANE SCHRAMM";"PSDB";"PSDB - PSDB / PP";"Eleito";1778;53,93;426;"MUNICIPAL";1;11;13;13;0;13;0;13;0;3979;3979;0;3979;0;3367;612;0;3297;3297;23;47;47;0;0;3297;0;0;3367
88447;15;"NEGRO DO BRASIL";"MDB";"MDB - MDB / PDT";"Não eleito";1519;46,07;426;"MUNICIPAL";1;11;13;13;0;13;0;13;0;3979;3979;0;3979;0;3367;612;0;3297;3297;23;47;47;0;0;3297;0;0;3367
88455;11;"MIGUEL PEREIRA";"PP";"PP - PP / PSC";"Não eleito";4272;9,41;426;"MUNICIPAL";1;11;182;182;0;182;0;182;0;73165;73165;0;73165;0;48879;24286;0;45416;45416;2037;1426;1426;0;0;45416;0;0;48879
88455;13;"GLAUBER LIMA";"PT";"PT - PT / PC do B";"Não eleito";6375;14,04;426;"MUNICIPAL";1;11;182;182;0;182;0;182;0;73165;73165;0;73165;0;48879;24286;0;45416;45416;2037;1426;1426;0;0;45416;0;0;48879
88455;40;"MARI MACHADO";"PSB";"PSB - PSB / MDB / PL / CIDADANIA / PSDB";"Não eleito";10728;23,62;426;"MUNICIPAL";1;11;182;182;0;182;0;182;0;73165;73165;0;73165;0;48879;24286;0;45416;45416;2037;1426;1426;0;0;45416;0;0;48879
88455;50;"PROFESSOR RENATHO COSTA";"PSOL";"PSOL - PSOL / PCB";"Não eleito";653;1,44;426;"MUNICIPAL";1;11;182;182;0;182;0;182;0;73165;73165;0;73165;0;48879;24286;0;45416;45416;2037;1426;1426;0;0;45416;0;0;48879
88455;17;"SARGENTO DOZE";"PSL";"PSL";"Não eleito";1934;4,26;426;"MUNICIPAL";1;11;182;182;0;182;0;182;0;73165;73165;0;73165;0;48879;24286;0;45416;45416;2037;1426;1426;0;0;45416;0;0;48879
88455;25;"DELEGADA ANA TAROUCO";"DEM";"DEM - DEM / REPUBLICANOS";"Eleito";11712;25,79;426;"MUNICIPAL";1;11;182;182;0;182;0;182;0;73165;73165;0;73165;0;48879;24286;0;45416;45416;2037;1426;1426;0;0;45416;0;0;48879
88455;12;"ICO CHAROPEN";"PDT";"PDT - PV / PSD / PDT / PTB";"Não eleito";9742;21,45;426;"MUNICIPAL";1;11;182;182;0;182;0;182;0;73165;73165;0;73165;0;48879;24286;0;45416;45416;2037;1426;1426;0;0;45416;0;0;48879
88463;11;"MÁRCIO DIMER BIASI";"PP";"PP - PP / PTB / PSL / DEM";"Não eleito";779;35,7;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;2418;2418;0;2418;0;2219;199;0;2182;2182;13;24;24;0;0;2182;0;0;2219
88463;12;"DIRCEU";"PDT";"PDT";"Não eleito";526;24,11;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;2418;2418;0;2418;0;2219;199;0;2182;2182;13;24;24;0;0;2182;0;0;2219
88463;15;"XANDE";"MDB";"MDB - MDB / PSB";"Eleito";877;40,19;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;2418;2418;0;2418;0;2219;199;0;2182;2182;13;24;24;0;0;2182;0;0;2219
88471;11;"ANDERSON MANTEI";"PP";"PP - CIDADANIA / PRTB / PSL / PP / MDB / PTB";"Eleito";21919;49,37;426;"MUNICIPAL";1;11;155;155;0;155;0;155;0;57295;57295;0;57295;0;45916;11379;0;44401;44401;718;797;797;0;0;44401;0;0;45916
88471;10;"DR BENEDETTI";"REPUBLICANOS";"REPUBLICANOS - DEM / REPUBLICANOS / PSD";"Não eleito";1926;4,34;426;"MUNICIPAL";1;11;155;155;0;155;0;155;0;57295;57295;0;57295;0;45916;11379;0;44401;44401;718;797;797;0;0;44401;0;0;45916
88471;13;"ORLANDO DESCONSI";"PT";"PT - PT / PC do B / PL / PDT";"Não eleito";18502;41,67;426;"MUNICIPAL";1;11;155;155;0;155;0;155;0;57295;57295;0;57295;0;45916;11379;0;44401;44401;718;797;797;0;0;44401;0;0;45916
88471;45;"COLLA";"PSDB";"PSDB - PSDB / PSB";"Não eleito";2054;4,63;426;"MUNICIPAL";1;11;155;155;0;155;0;155;0;57295;57295;0;57295;0;45916;11379;0;44401;44401;718;797;797;0;0;44401;0;0;45916
88480;15;"LUIZ CARLOS ROSA";"MDB";"MDB";"Não eleito";841;38,14;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;2599;2599;0;2599;0;2278;321;0;2205;2205;45;28;28;0;0;2205;0;0;2278
88480;11;"GILNEI";"PP";"PP - PP / PT";"Eleito";1364;61,86;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;2599;2599;0;2599;0;2278;321;0;2205;2205;45;28;28;0;0;2205;0;0;2278
88498;13;"PAULO GIUDICE";"PT";"PT - PT / PSB";"Não eleito";6509;39,73;426;"MUNICIPAL";1;11;63;63;0;63;0;63;0;24586;24586;0;24586;0;17271;7315;0;16385;16385;451;435;435;0;0;16385;0;0;17271
88498;12;"GIORDANO PEREIRA";"PDT";"PDT - REPUBLICANOS / PDT / PTB";"Não eleito";1929;11,77;426;"MUNICIPAL";1;11;63;63;0;63;0;63;0;24586;24586;0;24586;0;17271;7315;0;16385;16385;451;435;435;0;0;16385;0;0;17271
88498;15;"WELLINGTON BACELO";"MDB";"MDB - PP / MDB / PSDB";"Eleito";7947;48,5;426;"MUNICIPAL";1;11;63;63;0;63;0;63;0;24586;24586;0;24586;0;17271;7315;0;16385;16385;451;435;435;0;0;16385;0;0;17271
88501;15;"SELMIRA";"MDB";"MDB";"Não eleito";731;26,03;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;3351;3351;0;3351;0;2889;462;0;2808;2808;39;42;42;0;0;2808;0;0;2889
88501;45;"PEDRO MUTUCA";"PSDB";"PSDB";"Não eleito";388;13,82;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;3351;3351;0;3351;0;2889;462;0;2808;2808;39;42;42;0;0;2808;0;0;2889
88501;11;"IVAN";"PP";"PP";"Eleito";1689;60,15;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;3351;3351;0;3351;0;2889;462;0;2808;2808;39;42;42;0;0;2808;0;0;2889
88510;11;"TIAGO GÖRSKI";"PP";"PP";"Eleito";19223;71,68;426;"MUNICIPAL";1;11;120;120;0;120;0;120;0;40316;40316;0;40316;0;28802;11514;0;26817;26817;1232;753;753;0;0;26817;0;0;28802
88510;12;"ROSADO";"PDT";"PDT - PDT / MDB";"Não eleito";1770;6,6;426;"MUNICIPAL";1;11;120;120;0;120;0;120;0;40316;40316;0;40316;0;28802;11514;0;26817;26817;1232;753;753;0;0;26817;0;0;28802
88510;22;"MIGUEL BIANCHINI";"PL";"PL - PSDB / PL";"Não eleito";5824;21,72;426;"MUNICIPAL";1;11;120;120;0;120;0;120;0;40316;40316;0;40316;0;28802;11514;0;26817;26817;1232;753;753;0;0;26817;0;0;28802
88528;13;"TELMO";"PT";"PT - PT / PDT / MDB / PSB / PSDB / PP";"Eleito";1733;100;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;2481;2481;0;2481;0;2271;210;0;1733;1733;373;165;165;0;0;1733;0;0;2271
88536;12;"JACQUES BARBOSA";"PDT";"PDT - PC do B / PDT / MDB / PTB / REDE / PSB / PV / PSD";"Eleito";17482;42,88;426;"MUNICIPAL";1;11;160;160;0;160;0;160;0;61133;61133;0;61133;0;44023;17110;0;40773;40773;1810;1440;1440;0;0;40773;0;0;44023
88536;28;"NIVIO BRAZ";"PRTB";"PRTB";"Não eleito";11963;29,34;426;"MUNICIPAL";1;11;160;160;0;160;0;160;0;61133;61133;0;61133;0;44023;17110;0;40773;40773;1810;1440;1440;0;0;40773;0;0;44023
88536;11;"LUÍS CLÓVIS MACHADO";"PP";"PP";"Não eleito";1460;3,58;426;"MUNICIPAL";1;11;160;160;0;160;0;160;0;61133;61133;0;61133;0;44023;17110;0;40773;40773;1810;1440;1440;0;0;40773;0;0;44023
88536;22;"BRUNO HESSE";"PL";"PL - PL / REPUBLICANOS / PSL";"Não eleito";9655;23,68;426;"MUNICIPAL";1;11;160;160;0;160;0;160;0;61133;61133;0;61133;0;44023;17110;0;40773;40773;1810;1440;1440;0;0;40773;0;0;44023
88536;51;"ERON GARCIA";"PATRIOTA";"PATRIOTA";"Não eleito";213;0,52;426;"MUNICIPAL";1;11;160;160;0;160;0;160;0;61133;61133;0;61133;0;44023;17110;0;40773;40773;1810;1440;1440;0;0;40773;0;0;44023
88544;25;"PROFESSORA RITA";"DEM";"DEM";"Eleito";1310;54,72;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;2757;2757;0;2757;0;2442;315;0;2394;2394;19;29;29;0;0;2394;0;0;2442
88544;11;"ARI ANTONIO ZILIOTTO";"PP";"PP";"Não eleito";1084;45,28;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;2757;2757;0;2757;0;2442;315;0;2394;2394;19;29;29;0;0;2394;0;0;2442
88552;13;"DOUTOR ANDREI";"PT";"PT";"Não eleito";854;3,61;426;"MUNICIPAL";1;11;99;99;0;99;0;99;0;33638;33638;0;33638;0;25299;8339;0;23649;23649;908;742;742;0;0;23649;0;0;25299
88552;15;"FERULINHO";"MDB";"MDB - PDT / MDB / DEM";"Não eleito";8155;34,48;426;"MUNICIPAL";1;11;99;99;0;99;0;99;0;33638;33638;0;33638;0;25299;8339;0;23649;23649;908;742;742;0;0;23649;0;0;25299
88552;11;"RODRIGO MASSULO";"PP";"PP - PP / PTB / REPUBLICANOS / PSL";"Eleito";14640;61,91;426;"MUNICIPAL";1;11;99;99;0;99;0;99;0;33638;33638;0;33638;0;25299;8339;0;23649;23649;908;742;742;0;0;23649;0;0;25299
88560;11;"NELSON FIORIN";"PP";"PP";"Não eleito";771;42,86;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;2046;2046;0;2046;0;1857;189;0;1799;1799;21;37;37;0;0;1799;0;0;1857
88560;12;"MARCUS";"PDT";"PDT - PDT / PT / PTB / MDB / PC do B";"Eleito";1028;57,14;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;2046;2046;0;2046;0;1857;189;0;1799;1799;21;37;37;0;0;1799;0;0;1857
88579;11;"IZALDA BOCCACIO";"PP";"PP";"Eleito";3458;53,47;426;"MUNICIPAL";1;11;32;32;0;32;0;32;0;8664;8664;0;8664;0;6715;1949;0;6467;6467;129;119;119;0;0;6467;0;0;6715
88579;12;"ANTONIO RUY &quot;BEIJOCA&quot;";"PDT";"PDT - PDT / PSB";"Não eleito";3009;46,53;426;"MUNICIPAL";1;11;32;32;0;32;0;32;0;8664;8664;0;8664;0;6715;1949;0;6467;6467;129;119;119;0;0;6467;0;0;6715
88587;15;"NEI AZEREDO";"MDB";"MDB - PSB / MDB";"Eleito";1426;57,73;426;"MUNICIPAL";1;11;14;14;0;14;0;14;0;2849;2849;0;2849;0;2553;296;0;2470;2470;52;31;31;0;0;2470;0;0;2553
88587;11;"JOAO ZICO";"PP";"PP";"Não eleito";1044;42,27;426;"MUNICIPAL";1;11;14;14;0;14;0;14;0;2849;2849;0;2849;0;2553;296;0;2470;2470;52;31;31;0;0;2470;0;0;2553
88595;25;"LILIAN FONTOURA DEPIERE";"DEM";"DEM - DEM / PSDB / PDT / PSD";"Eleito";4050;46,64;426;"MUNICIPAL";1;11;38;38;0;38;0;38;0;11059;11059;0;11059;0;8994;2065;0;8683;8683;117;194;194;0;0;8683;0;0;8994
88595;13;"NICE";"PT";"PT";"Não eleito";1056;12,16;426;"MUNICIPAL";1;11;38;38;0;38;0;38;0;11059;11059;0;11059;0;8994;2065;0;8683;8683;117;194;194;0;0;8683;0;0;8994
88595;15;"DR NALDO";"MDB";"MDB - MDB / PP";"Não eleito";3577;41,2;426;"MUNICIPAL";1;11;38;38;0;38;0;38;0;11059;11059;0;11059;0;8994;2065;0;8683;8683;117;194;194;0;0;8683;0;0;8994
88609;15;"ADRIANO  BOBRZYK";"MDB";"MDB - MDB / PP";"Não eleito";715;41,26;426;"MUNICIPAL";1;11;8;8;0;8;0;8;0;1878;1878;0;1878;0;1757;121;0;1733;1733;9;15;15;0;0;1733;0;0;1757
88609;12;"RODRIGO BLOCH";"PDT";"PDT - PT / PDT";"Eleito";746;43,05;426;"MUNICIPAL";1;11;8;8;0;8;0;8;0;1878;1878;0;1878;0;1757;121;0;1733;1733;9;15;15;0;0;1733;0;0;1757
88609;14;"ORLANDO ROZEK";"PTB";"PTB - PTB / PSL";"Não eleito";272;15,7;426;"MUNICIPAL";1;11;8;8;0;8;0;8;0;1878;1878;0;1878;0;1757;121;0;1733;1733;9;15;15;0;0;1733;0;0;1757
88617;13;"ZECA SEGER";"PT";"PT";"Não eleito";3574;34,44;426;"MUNICIPAL";1;11;48;48;0;48;0;48;0;12767;12767;0;12767;0;10868;1899;0;10377;10377;251;240;240;0;0;10377;0;0;10868
88617;15;"ADAIR";"MDB";"MDB - PP / MDB / PDT";"Eleito";6803;65,56;426;"MUNICIPAL";1;11;48;48;0;48;0;48;0;12767;12767;0;12767;0;10868;1899;0;10377;10377;251;240;240;0;0;10377;0;0;10868
88625;10;"DUCE";"REPUBLICANOS";"REPUBLICANOS - REPUBLICANOS / PTB";"Não eleito";721;29,67;426;"MUNICIPAL";1;11;8;8;0;8;0;8;0;2987;2987;0;2987;0;2486;501;0;2430;2430;25;31;31;0;0;2430;0;0;2486
88625;13;"CARLINHOS CANJIQUINHA";"PT";"PT";"Não eleito";694;28,56;426;"MUNICIPAL";1;11;8;8;0;8;0;8;0;2987;2987;0;2987;0;2486;501;0;2430;2430;25;31;31;0;0;2430;0;0;2486
88625;12;"MAHER JABER";"PDT";"PDT - PP / PDT / PSB";"Eleito";1015;41,77;426;"MUNICIPAL";1;11;8;8;0;8;0;8;0;2987;2987;0;2987;0;2486;501;0;2430;2430;25;31;31;0;0;2430;0;0;2486
88633;12;"CHRISTOPHER GOULART";"PDT";"PDT - PC do B / PDT / PT";"Não eleito";8205;24,62;426;"MUNICIPAL";1;11;129;129;0;129;0;129;0;48536;48536;0;48536;0;34788;13748;0;33323;33323;799;666;666;0;0;33323;0;0;34788
88633;11;"BONOTTO";"PP";"PP - PP / PSDB / PTB / PSB / MDB / PSL";"Eleito";22152;66,48;426;"MUNICIPAL";1;11;129;129;0;129;0;129;0;48536;48536;0;48536;0;34788;13748;0;33323;33323;799;666;666;0;0;33323;0;0;34788
88633;25;"DORNELLES";"DEM";"DEM - DEM / PL";"Não eleito";2966;8,9;426;"MUNICIPAL";1;11;129;129;0;129;0;129;0;48536;48536;0;48536;0;34788;13748;0;33323;33323;799;666;666;0;0;33323;0;0;34788
88641;13;"CAIRO CORRÊA";"PT";"PT";"Não eleito";828;20,36;426;"MUNICIPAL";1;11;19;19;0;19;0;19;0;5420;5420;0;5420;0;4402;1018;0;4066;4066;204;132;132;0;0;4066;0;0;4402
88641;11;"DOUGLAS SILVEIRA";"PP";"PP - PP / PDT / PSDB / PTB";"Eleito";3238;79,64;426;"MUNICIPAL";1;11;19;19;0;19;0;19;0;5420;5420;0;5420;0;4402;1018;0;4066;4066;204;132;132;0;0;4066;0;0;4402
88650;15;"PAULO RENATO CORTELINI GAMBÁ";"MDB";"MDB - MDB / PDT";"Eleito";6604;60,92;426;"MUNICIPAL";1;11;55;55;0;55;0;55;0;14359;14359;0;14359;0;11649;2710;0;10841;10841;490;318;318;0;0;10841;0;0;11649
88650;11;"TENA";"PP";"PP - PP / PTB";"Não eleito";4237;39,08;426;"MUNICIPAL";1;11;55;55;0;55;0;55;0;14359;14359;0;14359;0;11649;2710;0;10841;10841;490;318;318;0;0;10841;0;0;11649
88668;40;"RICARDINHO";"PSB";"PSB";"Não eleito";1168;43,58;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;3121;3121;0;3121;0;2756;365;0;2680;2680;33;43;43;0;0;2680;0;0;2756
88668;15;"GUSTAVO";"MDB";"MDB - MDB / PDT / PTB / REPUBLICANOS";"Eleito";1512;56,42;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;3121;3121;0;3121;0;2756;365;0;2680;2680;33;43;43;0;0;2680;0;0;2756
88676;13;"COLLA";"PT";"PT";"Não eleito";3724;32,24;426;"MUNICIPAL";1;11;53;53;0;53;0;53;0;15158;15158;0;15158;0;12342;2816;0;7826;11550;378;414;414;0;0;7826;0;3724;12342
88676;50;"ANDRE NOGUEIRA";"PSOL";"PSOL";"Não eleito";62;0,54;426;"MUNICIPAL";1;11;53;53;0;53;0;53;0;15158;15158;0;15158;0;12342;2816;0;7826;11550;378;414;414;0;0;7826;0;3724;12342
88676;11;"MARCOS AGUZZOLLI";"PP";"PP - PSB / DEM / MDB / PDT / PSL / PSD / PP / REPUBLICANOS";"Eleito";7266;62,91;426;"MUNICIPAL";1;11;53;53;0;53;0;53;0;15158;15158;0;15158;0;12342;2816;0;7826;11550;378;414;414;0;0;7826;0;3724;12342
88676;45;"ASSIS TADEU BARBOSA VELHO";"PSDB";"PSDB";"Não eleito";498;4,31;426;"MUNICIPAL";1;11;53;53;0;53;0;53;0;15158;15158;0;15158;0;12342;2816;0;7826;11550;378;414;414;0;0;7826;0;3724;12342
88684;15;"SERGIO DA ROSA";"MDB";"MDB - PP / MDB";"Não eleito";1104;34,01;426;"MUNICIPAL";1;11;14;14;0;14;0;14;0;3659;3659;0;3659;0;3329;330;0;3246;3246;32;51;51;0;0;3246;0;0;3329
88684;55;"VALERIO";"PSD";"PSD";"Não eleito";781;24,06;426;"MUNICIPAL";1;11;14;14;0;14;0;14;0;3659;3659;0;3659;0;3329;330;0;3246;3246;32;51;51;0;0;3246;0;0;3329
88684;13;"LEODEGAR RODRIGUES";"PT";"PT - PT / PDT";"Eleito";1361;41,93;426;"MUNICIPAL";1;11;14;14;0;14;0;14;0;3659;3659;0;3659;0;3329;330;0;3246;3246;32;51;51;0;0;3246;0;0;3329
88692;13;"GUILHERME ABIB";"PT";"PT";"Não eleito";1683;5,31;426;"MUNICIPAL";1;11;125;125;0;125;0;125;0;46248;46248;0;46248;0;33717;12531;0;31678;31678;934;1105;1105;0;0;31678;0;0;33717
88692;19;"SANDRA WEBER";"PODE";"PODE - REPUBLICANOS / PP / PODE / DEM / PATRIOTA";"Não eleito";13484;42,57;426;"MUNICIPAL";1;11;125;125;0;125;0;125;0;46248;46248;0;46248;0;33717;12531;0;31678;31678;934;1105;1105;0;0;31678;0;0;33717
88692;22;"ROSSANO";"PL";"PL - PDT / PTB / MDB / PL / CIDADANIA / PRTB / PSDB / PSD / PSL / PSC / AVANTE";"Eleito";16511;52,12;426;"MUNICIPAL";1;11;125;125;0;125;0;125;0;46248;46248;0;46248;0;33717;12531;0;31678;31678;934;1105;1105;0;0;31678;0;0;33717
88706;15;"CELITA STASIAK";"MDB";"MDB - PP / MDB";"Não eleito";624;39,07;426;"MUNICIPAL";1;11;7;7;0;7;0;7;0;1782;1782;0;1782;0;1662;120;0;1597;1597;19;46;46;0;0;1597;0;0;1662
88706;13;"MÁRCIO POLITOWSKI";"PT";"PT - PDT / PT";"Eleito";973;60,93;426;"MUNICIPAL";1;11;7;7;0;7;0;7;0;1782;1782;0;1782;0;1662;120;0;1597;1597;19;46;46;0;0;1597;0;0;1662
88714;13;"SUELY CRUZ";"PT";"PT";"Não eleito";313;2,69;426;"MUNICIPAL";1;11;45;45;0;45;0;45;0;14855;14855;0;14855;0;12291;2564;0;11620;11620;334;337;337;0;0;11620;0;0;12291
88714;11;"PATA";"PP";"PP";"Não eleito";1886;16,23;426;"MUNICIPAL";1;11;45;45;0;45;0;45;0;14855;14855;0;14855;0;12291;2564;0;11620;11620;334;337;337;0;0;11620;0;0;12291
88714;50;"EMILSON OLIVEIRA";"PSOL";"PSOL";"Não eleito";130;1,12;426;"MUNICIPAL";1;11;45;45;0;45;0;45;0;14855;14855;0;14855;0;12291;2564;0;11620;11620;334;337;337;0;0;11620;0;0;12291
88714;45;"EVANDRO";"PSDB";"PSDB - PDT / PSDB / MDB";"Eleito";6905;59,42;426;"MUNICIPAL";1;11;45;45;0;45;0;45;0;14855;14855;0;14855;0;12291;2564;0;11620;11620;334;337;337;0;0;11620;0;0;12291
88714;14;"ELISA MARA";"PTB";"PTB";"Não eleito";2386;20,53;426;"MUNICIPAL";1;11;45;45;0;45;0;45;0;14855;14855;0;14855;0;12291;2564;0;11620;11620;334;337;337;0;0;11620;0;0;12291
88722;45;"NELSO RATO";"PSDB";"PSDB - PSDB / PDT / PTB / PL";"Não eleito";789;23,51;426;"MUNICIPAL";1;11;11;11;0;11;0;11;0;3859;3859;0;3859;0;3468;391;0;3356;3356;37;75;75;0;0;3356;0;0;3468
88722;13;"JOÃO BRANDÃO";"PT";"PT";"Não eleito";903;26,91;426;"MUNICIPAL";1;11;11;11;0;11;0;11;0;3859;3859;0;3859;0;3468;391;0;3356;3356;37;75;75;0;0;3356;0;0;3468
88722;40;"MIM";"PSB";"PSB";"Não eleito";690;20,56;426;"MUNICIPAL";1;11;11;11;0;11;0;11;0;3859;3859;0;3859;0;3468;391;0;3356;3356;37;75;75;0;0;3356;0;0;3468
88722;25;"ARSENIO CARDOSO";"DEM";"DEM - MDB / PP / DEM";"Eleito";974;29,02;426;"MUNICIPAL";1;11;11;11;0;11;0;11;0;3859;3859;0;3859;0;3468;391;0;3356;3356;37;75;75;0;0;3356;0;0;3468
88730;13;"DR GILMAR";"PT";"PT";"Não eleito";1827;12,22;426;"MUNICIPAL";1;11;65;65;0;65;0;65;0;19867;19867;0;19867;0;16260;3607;0;14945;14945;598;717;717;0;0;14945;0;0;16260
88730;17;"FABIANY ZOGBI ROIG FÁ";"PSL";"PSL - PSL / PSB / PSDB / MDB";"Eleito";9551;63,91;426;"MUNICIPAL";1;11;65;65;0;65;0;65;0;19867;19867;0;19867;0;16260;3607;0;14945;14945;598;717;717;0;0;14945;0;0;16260
88730;25;"ARTHUR MÜLLER";"DEM";"DEM";"Não eleito";1968;13,17;426;"MUNICIPAL";1;11;65;65;0;65;0;65;0;19867;19867;0;19867;0;16260;3607;0;14945;14945;598;717;717;0;0;14945;0;0;16260
88730;11;"MATHEUS JABOR";"PP";"PP";"Não eleito";1599;10,7;426;"MUNICIPAL";1;11;65;65;0;65;0;65;0;19867;19867;0;19867;0;16260;3607;0;14945;14945;598;717;717;0;0;14945;0;0;16260
88749;15;"ANILDO";"MDB";"MDB";"Eleito";1187;61,57;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;2147;2147;0;2147;0;2004;143;0;1928;1928;45;31;31;0;0;1928;0;0;2004
88749;11;"BRENO";"PP";"PP - PP / PDT";"Não eleito";741;38,43;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;2147;2147;0;2147;0;2004;143;0;1928;1928;45;31;31;0;0;1928;0;0;2004
88757;15;"ANTONIO BIANCHIN";"MDB";"MDB - MDB / PL / PSDB / PP / PTB / PSB";"Eleito";3409;74,42;426;"MUNICIPAL";1;11;18;18;0;18;0;18;0;5685;5685;0;5685;0;4899;786;0;4581;4581;175;143;143;0;0;4581;0;0;4899
88757;12;"NECA DA LOTÉRICA";"PDT";"PDT - PDT / PT";"Não eleito";1172;25,58;426;"MUNICIPAL";1;11;18;18;0;18;0;18;0;5685;5685;0;5685;0;4899;786;0;4581;4581;175;143;143;0;0;4581;0;0;4899
88765;12;"SEDIR";"PDT";"PDT - PDT / PTB / MDB / CIDADANIA";"Não eleito";1091;46,25;426;"MUNICIPAL";1;11;8;8;0;8;0;8;0;2619;2619;0;2619;0;2408;211;0;2359;2359;10;39;39;0;0;2359;0;0;2408
88765;45;"MARIO";"PSDB";"PSDB - PSDB / PP";"Eleito";1268;53,75;426;"MUNICIPAL";1;11;8;8;0;8;0;8;0;2619;2619;0;2619;0;2408;211;0;2359;2359;10;39;39;0;0;2359;0;0;2408
88773;25;"DELEGADO HELIOMAR";"DEM";"DEM - DC / DEM / PSD / PSL / PRTB";"Não eleito";33284;33,44;426;"MUNICIPAL";1;11;402;402;0;402;0;402;0;164220;164220;0;164220;0;112914;51306;0;99520;99520;6581;6813;6813;0;0;99520;0;0;112914
88773;50;"PROFESSOR CÉLIO";"PSOL";"PSOL";"Não eleito";786;0,79;426;"MUNICIPAL";1;11;402;402;0;402;0;402;0;164220;164220;0;164220;0;112914;51306;0;99520;99520;6581;6813;6813;0;0;99520;0;0;112914
88773;13;"VANAZZI";"PT";"PT - PC do B / PT / PTB / PDT / REPUBLICANOS / PSB";"Eleito";46203;46,43;426;"MUNICIPAL";1;11;402;402;0;402;0;402;0;164220;164220;0;164220;0;112914;51306;0;99520;99520;6581;6813;6813;0;0;99520;0;0;112914
88773;23;"PROFESSOR NADO";"CIDADANIA";"CIDADANIA - AVANTE / PP / PSDB / PSC / PTC / CIDADANIA / MDB";"Não eleito";19247;19,34;426;"MUNICIPAL";1;11;402;402;0;402;0;402;0;164220;164220;0;164220;0;112914;51306;0;99520;99520;6581;6813;6813;0;0;99520;0;0;112914
88781;11;"AURIO ANDRE COSER";"PP";"PP";"Não eleito";1052;49,67;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;2241;2241;0;2241;0;2151;90;0;2118;2118;15;18;18;0;0;2118;0;0;2151
88781;22;"TIAGO MICHELON";"PL";"PL - PL / MDB";"Eleito";1066;50,33;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;2241;2241;0;2241;0;2151;90;0;2118;2118;15;18;18;0;0;2118;0;0;2151
88790;19;"ROZIN";"PODE";"PODE";"Não eleito";202;0,78;426;"MUNICIPAL";1;11;103;103;0;103;0;103;0;35682;35682;0;35682;0;27153;8529;0;25776;25776;766;611;611;0;0;25776;0;0;27153
